Dst_Port,Protocol,Timestamp,Flow_Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow,Subflow_Bwd_Byts,Flow_Pkts,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Flow_Byts,Bwd Header Len,Fwd_Pkts,Bwd_Pkts,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow_Fwd_Pkts,Subflow Fwd Byts1,Subflow Bwd Pkts,Subflow_Bwd_Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
8080,6,02-03-2018 10:59,461,2,0,0,0,0,0,0,0,0,0,0,0,0,4338.394794,461,0,461,461,461,461,0,461,461,0,0,0,0,0,0,0,0,0,40,0,4338.394794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,9675,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,47028.42377,723.5142119,1612.5,3517.401584,8783,22,529,264.5,301.9345956,478,51,9219,3073,4948.427124,8783,34,0,0,0,0,72,92,310.0775194,413.4366925,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,493,2,0,0,0,0,0,0,0,0,0,0,0,0,4056.795132,493,0,493,493,493,493,0,493,493,0,0,0,0,0,0,0,0,0,40,0,4056.795132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10560,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43087.12121,662.8787879,1760,3829.53475,9568,17,548,274,298.3990617,485,63,10092,3364,5376.109746,9568,74,0,0,0,0,72,92,284.0909091,378.7878788,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,454,2,0,0,0,0,0,0,0,0,0,0,0,0,4405.286344,454,0,454,454,454,454,0,454,454,0,0,0,0,0,0,0,0,0,40,0,4405.286344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,12380,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,36752.82714,565.4281099,2063.333333,4655.56225,11562,18,467,233.5,256.6797616,415,52,11983,3994.333333,6554.826949,11562,94,0,0,0,0,72,92,242.3263328,323.1017771,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,449,2,0,0,0,0,0,0,0,0,0,0,0,0,4454.342984,449,0,449,449,449,449,0,449,449,0,0,0,0,0,0,0,0,0,40,0,4454.342984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,9965,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45659.80933,702.4586051,1660.833333,3651.926638,9107,21,514,257,294.156421,465,49,9521,3173.666667,5141.228777,9107,37,0,0,0,0,72,92,301.0536879,401.4049172,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,480,2,0,0,0,0,0,0,0,0,0,0,0,0,4166.666667,480,0,480,480,480,480,0,480,480,0,0,0,0,0,0,0,0,0,40,0,4166.666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10178,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44704.2641,687.7579092,1696.333333,3752.625516,9349,17,502,251,285.6711396,453,49,9742,3247.333333,5286.256552,9349,49,0,0,0,0,72,92,294.7533897,393.0045196,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,453,2,0,0,0,0,0,0,0,0,0,0,0,0,4415.011038,453,0,453,453,453,453,0,453,453,0,0,0,0,0,0,0,0,0,40,0,4415.011038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,9398,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,48414.55629,744.8393275,1566.333333,3429.338926,8559,20,477,238.5,262.3366158,424,53,8994,2998,4818.844571,8559,51,0,0,0,0,72,92,319.2168546,425.6224729,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,478,2,0,0,0,0,0,0,0,0,0,0,0,0,4184.100418,478,0,478,478,478,478,0,478,478,0,0,0,0,0,0,0,0,0,40,0,4184.100418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
445,6,02-03-2018 10:59,279001,3,1,0,0,0,0,0,0,0,0,0,0,0,14.33686618,93000.33333,161027.6119,278939,0,279001,139500.5,197283.4991,279001,0,0,0,0,0,0,0,0,0,0,72,32,10.75264963,3.584216544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
8080,6,02-03-2018 10:59,10257,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44359.9493,682.4607585,1709.5,3789.372864,9436,0,518,259,292.7422074,466,52,9812,3270.666667,5342.64404,9436,0,0,0,0,0,72,92,292.4831822,389.9775763,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,510,2,0,0,0,0,0,0,0,0,0,0,0,0,3921.568627,510,0,510,510,510,510,0,510,510,0,0,0,0,0,0,0,0,0,40,0,3921.568627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10302,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44166.18132,679.4797127,1717,3741.671765,9343,1,552,276,316.783838,500,52,9823,3274.333333,5261.050972,9343,1,0,0,0,0,72,92,291.2055911,388.2741215,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,664,2,0,0,0,0,0,0,0,0,0,0,0,0,3012.048193,664,0,664,664,664,664,0,664,664,0,0,0,0,0,0,0,0,0,40,0,3012.048193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10559,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43091.20182,662.9415664,1759.833333,3846.768276,9602,21,588,294,326.6833329,525,63,10055,3351.666667,5416.369294,9602,34,0,0,0,0,72,92,284.1178142,378.8237522,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,496,2,0,0,0,0,0,0,0,0,0,0,0,0,4032.258065,496,0,496,496,496,496,0,496,496,0,0,0,0,0,0,0,0,0,40,0,4032.258065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,9783,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,46509.25074,715.5269345,1630.5,3578.418128,8929,22,441,220.5,235.4665581,387,54,9418,3139.333333,5016.409107,8929,89,0,0,0,0,72,92,306.6544005,408.872534,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,458,2,0,0,0,0,0,0,0,0,0,0,0,0,4366.812227,458,0,458,458,458,458,0,458,458,0,0,0,0,0,0,0,0,0,40,0,4366.812227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10694,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42547.22274,654.5726576,1782.333333,3999.752376,9940,1,492,246,275.7716447,441,51,10275,3425,5644.611678,9940,1,0,0,0,0,72,92,280.531139,374.0415186,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,494,2,0,0,0,0,0,0,0,0,0,0,0,0,4048.582996,494,0,494,494,494,494,0,494,494,0,0,0,0,0,0,0,0,0,40,0,4048.582996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
123,17,02-03-2018 10:42,18800,1,1,48,48,48,48,48,0,48,48,48,0,5106.382979,106.3829787,18800,0,18800,18800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,53.19148936,53.19148936,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
8080,6,02-03-2018 10:59,11001,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41359.87637,636.3057904,1833.5,4063.825624,10121,20,567,283.5,300.520382,496,71,10525,3508.333333,5729.085122,10121,38,0,0,0,0,72,92,272.7024816,363.6033088,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,485,2,0,0,0,0,0,0,0,0,0,0,0,0,4123.71134,485,0,485,485,485,485,0,485,485,0,0,0,0,0,0,0,0,0,40,0,4123.71134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10276,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44277.92916,681.1989101,1712.666667,3733.801102,9322,1,574,287,345.0681092,531,43,9766,3255.333333,5258.533477,9322,1,0,0,0,0,72,92,291.94239,389.25652,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,498,2,0,0,0,0,0,0,0,0,0,0,0,0,4016.064257,498,0,498,498,498,498,0,498,498,0,0,0,0,0,0,0,0,0,40,0,4016.064257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10252,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44381.58408,682.7936012,1708.666667,3744.319146,9344,21,504,252,280.0142853,450,54,9823,3274.333333,5259.381174,9344,65,0,0,0,0,72,92,292.6258291,390.1677721,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,465,2,0,0,0,0,0,0,0,0,0,0,0,0,4301.075269,465,0,465,465,465,465,0,465,465,0,0,0,0,0,0,0,0,0,40,0,4301.075269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10394,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43775.25495,673.4654608,1732.333333,3854.771312,9594,20,485,242.5,269.4076836,433,52,9981,3327,5429.93453,9594,27,0,0,0,0,72,92,288.6280546,384.8374062,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,472,2,0,0,0,0,0,0,0,0,0,0,0,0,4237.288136,472,0,472,472,472,472,0,472,472,0,0,0,0,0,0,0,0,0,40,0,4237.288136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10076,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45156.80826,694.720127,1679.333333,3617.829054,9052,21,539,269.5,307.5914498,487,52,9610,3203.333333,5071.064221,9052,33,0,0,0,0,72,92,297.7371973,396.9829297,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,469,2,0,0,0,0,0,0,0,0,0,0,0,0,4264.392324,469,0,469,469,469,469,0,469,469,0,0,0,0,0,0,0,0,0,40,0,4264.392324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10409,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43712.17216,672.4949563,1734.833333,3771.406073,9423,26,458,229,254.5584412,409,49,10026,3342,5272.398221,9423,48,0,0,0,0,72,92,288.2121241,384.2828322,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,474,2,0,0,0,0,0,0,0,0,0,0,0,0,4219.409283,474,0,474,474,474,474,0,474,474,0,0,0,0,0,0,0,0,0,40,0,4219.409283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10782,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42199.9629,649.2301985,1797,4016.626395,9989,15,483,241.5,269.4076836,432,51,10368,3456,5660.434347,9989,15,0,0,0,0,72,92,278.2415136,370.9886848,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,490,2,0,0,0,0,0,0,0,0,0,0,0,0,4081.632653,490,0,490,490,490,490,0,490,490,0,0,0,0,0,0,0,0,0,40,0,4081.632653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10190,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44651.61923,686.9479882,1698.333333,3737.603599,9318,21,570,285,332.3401872,520,50,9691,3230.333333,5274.547026,9318,25,0,0,0,0,72,92,294.4062807,392.5417076,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,491,2,0,0,0,0,0,0,0,0,0,0,0,0,4073.319756,491,0,491,491,491,491,0,491,491,0,0,0,0,0,0,0,0,0,40,0,4073.319756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10169,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44743.82929,688.3666044,1694.833333,3723.114149,9287,21,525,262.5,297.6919549,473,52,9717,3239,5239.700755,9287,71,0,0,0,0,72,92,295.014259,393.3523454,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,459,2,0,0,0,0,0,0,0,0,0,0,0,0,4357.298475,459,0,459,459,459,459,0,459,459,0,0,0,0,0,0,0,0,0,40,0,4357.298475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10233,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44463.98906,684.0613701,1705.5,3779.247425,9413,18,482,241,268.7005769,431,51,9820,3273.333333,5319.469178,9413,45,0,0,0,0,72,92,293.1691586,390.8922115,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,487,2,0,0,0,0,0,0,0,0,0,0,0,0,4106.776181,487,0,487,487,487,487,0,487,487,0,0,0,0,0,0,0,0,0,40,0,4106.776181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10182,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44686.70202,687.4877234,1697,3735.795712,9314,17,534,267,305.4701295,483,51,9716,3238.666667,5263.917299,9314,38,0,0,0,0,72,92,294.6375958,392.8501277,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,475,2,0,0,0,0,0,0,0,0,0,0,0,0,4210.526316,475,0,475,475,475,475,0,475,475,0,0,0,0,0,0,0,0,0,40,0,4210.526316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,10938,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41598.09837,639.9707442,1823,4027.290901,10034,16,569,284.5,328.8046533,517,52,10437,3479,5679.729307,10034,19,0,0,0,0,72,92,274.2731761,365.6975681,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:59,500,2,0,0,0,0,0,0,0,0,0,0,0,0,4000,500,0,500,500,500,500,0,500,500,0,0,0,0,0,0,0,0,0,40,0,4000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,11706,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,38868.95609,597.9839399,1951,4354.910837,10832,1,538,269,308.2985566,487,51,11240,3746.666667,6139.435669,10832,1,0,0,0,0,72,92,256.2788314,341.7051085,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,560,2,0,0,0,0,0,0,0,0,0,0,0,0,3571.428571,560,0,560,560,560,560,0,560,560,0,0,0,0,0,0,0,0,0,40,0,3571.428571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,10597,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42936.68019,660.5643107,1766.166667,3946.283792,9815,15,469,234.5,255.265548,415,54,10203,3401,5557.570332,9815,15,0,0,0,0,72,92,283.0989903,377.4653204,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,665,2,0,0,0,0,0,0,0,0,0,0,0,0,3007.518797,665,0,665,665,665,665,0,665,665,0,0,0,0,0,0,0,0,0,40,0,3007.518797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,9282,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,49019.60784,754.147813,1547,3303.241075,8276,16,502,251,278.6000718,448,54,8855,2951.666667,4619.112072,8276,16,0,0,0,0,72,92,323.2062056,430.9416074,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,487,2,0,0,0,0,0,0,0,0,0,0,0,0,4106.776181,487,0,487,487,487,487,0,487,487,0,0,0,0,0,0,0,0,0,40,0,4106.776181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,10932,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41620.92938,640.3219905,1822,3972.540648,9922,23,556,278,316.783838,502,54,10453,3484.333333,5578.169084,9922,83,0,0,0,0,72,92,274.4237102,365.8982803,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,468,2,0,0,0,0,0,0,0,0,0,0,0,0,4273.504274,468,0,468,468,468,468,0,468,468,0,0,0,0,0,0,0,0,0,40,0,4273.504274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,10553,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43115.7017,663.3184876,1758.833333,3938.645727,9792,0,457,228.5,248.1944802,404,53,10170,3390,5547.515119,9792,0,0,0,0,0,72,92,284.2793518,379.0391358,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,481,2,0,0,0,0,0,0,0,0,0,0,0,0,4158.004158,481,0,481,481,481,481,0,481,481,0,0,0,0,0,0,0,0,0,40,0,4158.004158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,11031,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41247.39371,634.5752878,1838.5,4088.984654,10177,1,562,281,326.6833329,512,50,10563,3521,5767.461833,10177,1,0,0,0,0,72,92,271.9608376,362.6144502,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,484,2,0,0,0,0,0,0,0,0,0,0,0,0,4132.231405,484,0,484,484,484,484,0,484,484,0,0,0,0,0,0,0,0,0,40,0,4132.231405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 11:00,8871,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,51290.72258,789.0880397,1478.5,3231.623539,8069,22,435,217.5,234.0523446,383,52,8510,2836.666667,4533.636987,8069,76,0,0,0,0,72,92,338.1805884,450.9074512,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
